gene,gene_symbol,gene_label,abs_coef,rank_abs_coef,importance_mean,rank_perm,rank_combined
201580_s_at,TMX4,TMX4,0.0009515701564166,1944,0.0,1108,1526.0
203182_s_at,SRPK2,SRPK2,0.0029183835555811,1818,0.0,1236,1527.0
209300_s_at,NECAP1,NECAP1,0.0120366789759721,1151,0.0,1904,1527.5
212411_at,IMP4,IMP4,0.0067868588462905,1525,0.0,1532,1528.5
201313_at,ENO2,ENO2,0.0002503092640056,1982,0.0,1078,1530.0
1558922_at,,1558922_at,0.0031338206341931,1800,0.0,1261,1530.5
209234_at,KIF1B,KIF1B,0.0129524511505983,1085,0.0,1977,1531.0
204559_s_at,LSM7,LSM7,0.0017224387131611,1898,0.0,1167,1532.5
200027_at,NARS,NARS,0.005284697106841,1624,0.0,1443,1533.5
200820_at,PSMD8,PSMD8,0.0046474107177733,1679,0.0,1390,1534.5
206792_x_at,LOC729966|PDE4C,LOC729966|PDE4C,0.0098436005872728,1292,0.0,1778,1535.0
212296_at,PSMD14,PSMD14,0.0061186190764564,1562,0.0,1509,1535.5
209279_s_at,NSDHL,NSDHL,0.0121967850706251,1135,0.0,1938,1536.5
201676_x_at,PSMA1,PSMA1,0.0002755311662785,1980,0.0,1096,1538.0
1559820_at,,1559820_at,0.0036601638415902,1768,0.0,1310,1539.0
1554116_s_at,PARP11,PARP11,0.0037854481910244,1756,0.0,1327,1541.5
208610_s_at,SRRM2,SRRM2,0.009982233570693,1286,0.0,1799,1542.5
214594_x_at,ATP8B1,ATP8B1,0.0078928991251581,1439,0.0,1647,1543.0
214295_at,KIAA0485,KIAA0485,0.0084201527605883,1399,0.0,1690,1544.5
211714_x_at,TUBB,TUBB,0.0075153255427674,1470,0.0,1619,1544.5
209001_s_at,ANAPC13,ANAPC13,0.0123918766836814,1122,0.0,1970,1546.0
202868_s_at,POP4,POP4,0.0017797658858875,1891,0.0,1202,1546.5
204823_at,NAV3,NAV3,0.0104384932565203,1260,0.0,1835,1547.5
200932_s_at,DCTN2,DCTN2,0.0045624414731877,1686,0.0,1409,1547.5
202675_at,SDHB,SDHB,0.0019508425167256,1883,0.0,1214,1548.5
215230_x_at,EIF3C|EIF3CL,EIF3C|EIF3CL,0.008108653686952,1421,0.0,1676,1548.5
204219_s_at,PSMC1,PSMC1,0.0012966218760539,1919,0.0,1186,1552.5
204690_at,STX8,STX8,0.0023259193169484,1853,0.0,1252,1552.5
203860_at,PCCA,PCCA,0.0004469547500438,1969,0.0,1137,1553.0
209445_x_at,COA1,COA1,0.0111586532652884,1209,0.0,1897,1553.0
210976_s_at,PFKM,PFKM,0.0068916997441628,1519,0.0,1588,1553.5
204465_s_at,INA,INA,0.0008764386595024,1946,0.0,1172,1559.0
213295_at,CYLD,CYLD,0.0081867249680438,1418,0.0,1700,1559.0
211779_x_at,AP2A2,AP2A2,0.0071391689470311,1505,0.0,1613,1559.0
209104_s_at,NHP2,NHP2,0.0123045240750836,1126,0.0,1993,1559.5
215499_at,LOC100996792|MAP2K3,LOC100996792|MAP2K3,0.0077008632410738,1452,0.0,1667,1559.5
1557797_a_at,,1557797_a_at,0.0025568892653269,1844,0.0,1277,1560.5
200876_s_at,PSMB1,PSMB1,0.0040728680699603,1738,0.0,1383,1560.5
205551_at,SV2B,SV2B,0.0106088445466032,1252,0.0,1871,1561.5
1559375_s_at,RP11-194N12.2,RP11-194N12.2,0.0021248056676059,1868,0.0,1258,1563.0
200801_x_at,ACTB,ACTB,0.0041297661513857,1730,0.0,1397,1563.5
200030_s_at,SLC25A3,SLC25A3,0.0045468695081489,1688,0.0,1442,1565.0
214415_at,PLGLB1|PLGLB2,PLGLB1|PLGLB2,0.0074332511256678,1480,0.0,1653,1566.5
207614_s_at,CUL1,CUL1,0.0086187466346456,1379,0.0,1758,1568.5
210589_s_at,GBAP1,GBAP1,0.0109651808364922,1222,0.0,1916,1569.0
1556359_at,C6orf89,C6orf89,0.0033352433624116,1786,0.0,1355,1570.5
200950_at,ARPC1A,ARPC1A,0.0043394363259529,1706,0.0,1437,1571.5
213476_x_at,TUBB3,TUBB3,0.0079906857822453,1425,0.0,1722,1573.5
210193_at,MOBP,MOBP,0.0107491934245827,1238,0.0,1910,1574.0
210263_at,KCNF1,KCNF1,0.0109809450816981,1219,0.0,1934,1576.5
200639_s_at,YWHAZ,YWHAZ,0.0047746822973932,1670,0.0,1485,1577.5
214665_s_at,CHP1,CHP1,0.0071085106851205,1510,0.0,1646,1578.0
209029_at,COPS7A,COPS7A,0.0119385871017106,1158,0.0,1998,1578.0
213867_x_at,ACTB,ACTB,0.0079632704550103,1431,0.0,1729,1580.0
201106_at,GPX4,GPX4,0.0039709327646098,1745,0.0,1417,1581.0
207436_x_at,SORBS1,SORBS1,0.0082838648789862,1407,0.0,1761,1584.0
205591_at,OLFM1,OLFM1,0.0096614921054913,1302,0.0,1869,1585.5
213771_at,IRF2BP1,IRF2BP1,0.0078940098241501,1438,0.0,1733,1585.5
211071_s_at,MLLT11,MLLT11,0.0056947114134189,1595,0.0,1583,1589.0
209014_at,MAGED1,MAGED1,0.0111680303241251,1207,0.0,1972,1589.5
200691_s_at,HSPA9,HSPA9,0.0043503751296374,1704,0.0,1476,1590.0
209228_x_at,TUSC3,TUSC3,0.0111797052780689,1204,0.0,1978,1591.0
200640_at,YWHAZ,YWHAZ,0.0043594735155815,1703,0.0,1484,1593.5
1554510_s_at,GHITM,GHITM,0.0020542560736138,1872,0.0,1318,1595.0
208846_s_at,VDAC3,VDAC3,0.0107478296961772,1239,0.0,1955,1597.0
204744_s_at,IARS,IARS,0.0090662154505958,1354,0.0,1840,1597.0
202623_at,EAPP,EAPP,0.0003591852312984,1978,0.0,1217,1597.5
204905_s_at,EEF1E1,EEF1E1,0.0088739954193796,1364,0.0,1832,1598.0
200793_s_at,ACO2,ACO2,0.0031668437456304,1799,0.0,1399,1599.0
212563_at,BOP1|MIR7112,BOP1|MIR7112,0.0050302732868865,1640,0.0,1559,1599.5
201142_at,EIF2S1,EIF2S1,0.0033127524122635,1788,0.0,1412,1600.0
213423_x_at,TUSC3,TUSC3,0.0071185027845448,1508,0.0,1692,1600.0
1569482_at,,1569482_at,0.0038771578367084,1752,0.0,1452,1602.0
212988_x_at,ACTB|ACTG1,ACTB|ACTG1,0.0072642736152082,1492,0.0,1715,1603.5
212017_at,FAM168B,FAM168B,0.0055506638123135,1608,0.0,1601,1604.5
202741_at,PRKACB,PRKACB,4.372379897655968e-06,2000,0.0,1210,1605.0
200967_at,PPIB,PPIB,0.0034945831905751,1778,0.0,1432,1605.0
213465_s_at,PPP1R7,PPP1R7,0.0072522839647057,1495,0.0,1720,1607.5
210404_x_at,CAMK2B,CAMK2B,0.009915429890539,1289,0.0,1929,1609.0
1554007_at,,1554007_at,0.0017691880366322,1892,0.0,1329,1610.5
205827_at,CCK,CCK,0.0088731738747285,1365,0.0,1860,1612.5
205370_x_at,DBT,DBT,0.0082452329278155,1411,0.0,1816,1613.5
210028_s_at,ORC3,ORC3,0.0090903234642209,1349,0.0,1879,1614.0
213276_at,CAMK2B,CAMK2B,0.0066799054460895,1532,0.0,1701,1616.5
209161_at,PRPF4,PRPF4,0.0106699686501432,1248,0.0,1989,1618.5
212703_at,TLN2,TLN2,0.0045458439753208,1689,0.0,1548,1618.5
215020_at,NRXN3,NRXN3,0.0062672517386185,1555,0.0,1684,1619.5
1554671_a_at,SRRM2,SRRM2,0.0011836021151175,1928,0.0,1316,1622.0
1556373_a_at,FAM185A,FAM185A,0.0017366479790531,1895,0.0,1353,1624.0
208643_s_at,XRCC5,XRCC5,0.0076420443640679,1458,0.0,1794,1626.0
214707_x_at,ALMS1,ALMS1,0.0052109802972328,1628,0.0,1628,1628.0
215543_s_at,LARGE,LARGE,0.0057028591747153,1593,0.0,1664,1628.5
210736_x_at,DTNA,DTNA,0.0051260156525808,1635,0.0,1627,1631.0
201113_at,TUFM,TUFM,0.0023841735743081,1850,0.0,1416,1633.0
213550_s_at,IK|TMCO6,IK|TMCO6,0.0068274567778952,1522,0.0,1746,1634.0
200735_x_at,NACA,NACA,0.0027029002005313,1831,0.0,1439,1635.0
213045_at,MAST3,MAST3,0.00617145214675,1560,0.0,1710,1635.0
212674_s_at,DHX30,DHX30,0.0041691323339131,1723,0.0,1549,1636.0
1554636_at,,1554636_at,0.0011227284906041,1931,0.0,1344,1637.5
201145_at,HAX1,HAX1,0.0021513093232581,1865,0.0,1411,1638.0
211662_s_at,VDAC2,VDAC2,0.0048717040537558,1655,0.0,1623,1639.0
209953_s_at,CDC37,CDC37,0.0084431701852443,1398,0.0,1883,1640.5
1555419_a_at,ASAH1,ASAH1,0.0013890280298029,1917,0.0,1366,1641.5
211297_s_at,CDK7,CDK7,0.0043458835766014,1705,0.0,1579,1642.0
200625_s_at,CAP1,CAP1,0.0031984232865349,1795,0.0,1489,1642.0
1553107_s_at,C5orf24,C5orf24,0.0008554271794245,1948,0.0,1337,1642.5
201000_at,AARS,AARS,0.0021378503631106,1866,0.0,1425,1645.5
208073_x_at,TTC3|TTC3P1,TTC3|TTC3P1,0.0073660808082307,1484,0.0,1808,1646.0
215021_s_at,NRXN3,NRXN3,0.0053947321394102,1616,0.0,1683,1649.5
206275_s_at,MICAL2,MICAL2,0.0077697451682985,1448,0.0,1852,1650.0
210759_s_at,PSMA1,PSMA1,0.0043250117488749,1707,0.0,1593,1650.0
208813_at,GOT1,GOT1,0.0091775957084026,1344,0.0,1958,1651.0
213744_at,ATRNL1,ATRNL1,0.0060724741013282,1567,0.0,1735,1651.0
213407_at,PHLPP2,PHLPP2,0.0054145352535552,1614,0.0,1693,1653.5
200681_at,GLO1,GLO1,0.0026252400196243,1839,0.0,1477,1658.0
200623_s_at,CALM1|CALM2|CALM3,CALM1|CALM2|CALM3,0.0027248088985247,1830,0.0,1490,1660.0
209849_s_at,RAD51C,RAD51C,0.0079584384131779,1432,0.0,1888,1660.0
212961_x_at,CXorf40B,CXorf40B,0.0056022815353394,1606,0.0,1716,1661.0
208758_at,ATIC,ATIC,0.0089654041299142,1359,0.0,1965,1662.0
209251_x_at,TUBA1C,TUBA1C,0.0090635092054484,1355,0.0,1974,1664.5
212059_s_at,TRPC4AP,TRPC4AP,0.0041100677030546,1733,0.0,1599,1666.0
209194_at,CETN2,CETN2,0.0090803338673103,1350,0.0,1984,1667.0
214902_x_at,LPP,LPP,0.0048974521673252,1652,0.0,1687,1669.5
200955_at,IMMT,IMMT,0.0016158789283862,1906,0.0,1435,1670.5
201154_x_at,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,0.0004701765785579,1966,0.0,1377,1671.5
201076_at,NHP2L1,NHP2L1,0.0010682201575144,1934,0.0,1420,1677.0
1566093_at,ARHGEF12,ARHGEF12,0.0018033018554376,1889,0.0,1466,1677.5
214739_at,LRCH3,LRCH3,0.0042086911940627,1720,0.0,1636,1678.0
214306_at,OPA1,OPA1,0.0047882902360793,1668,0.0,1689,1678.5
208308_s_at,GPI,GPI,0.0061434574052879,1561,0.0,1802,1681.5
210156_s_at,PCMT1,PCMT1,0.0076622496996206,1455,0.0,1909,1682.0
205690_s_at,BUD31,BUD31,0.0071854794100054,1500,0.0,1866,1683.0
214687_x_at,ALDOA,ALDOA,0.0041325487303453,1727,0.0,1642,1684.5
200960_x_at,CLTA,CLTA,0.00102942081012,1938,0.0,1434,1686.0
200877_at,CCT4,CCT4,0.0001026892208897,1992,0.0,1382,1687.0
204863_s_at,IL6ST,IL6ST,0.0065162961770062,1543,0.0,1834,1688.5
208906_at,BSCL2|HNRNPUL2-BSCL2,BSCL2|HNRNPUL2-BSCL2,0.0079788053471511,1427,0.0,1950,1688.5
210547_x_at,ICA1,ICA1,0.0076077999140335,1463,0.0,1918,1690.5
206384_at,CACNG3,CACNG3,0.0066059715240404,1535,0.0,1848,1691.5
200982_s_at,ANXA6,ANXA6,0.0005369918457177,1959,0.0,1426,1692.5
206042_x_at,SNRPN|SNURF,SNRPN|SNURF,0.0066704842246199,1534,0.0,1856,1695.0
206906_at,ICAM5,ICAM5,0.0053916718959,1617,0.0,1774,1695.5
209092_s_at,GLOD4,GLOD4,0.0084474968376529,1397,0.0,1995,1696.0
207088_s_at,SLC25A11,SLC25A11,0.0052094509624974,1629,0.0,1767,1698.0
208799_at,PSMB5,PSMB5,0.0078976208150153,1437,0.0,1960,1698.5
213318_s_at,BAG6,BAG6,0.0044379756274329,1699,0.0,1698,1698.5
201030_x_at,LDHB,LDHB,0.0003753689512176,1975,0.0,1423,1699.0
208709_s_at,NRD1,NRD1,0.0067842627664113,1527,0.0,1875,1701.0
200699_at,KDELR2,KDELR2,0.0010316590961921,1937,0.0,1473,1705.0
209132_s_at,COMMD4,COMMD4,0.0080614834468882,1422,0.0,1992,1707.0
208696_at,CCT5,CCT5,0.0052141238343907,1627,0.0,1788,1707.5
214762_at,ATP6V1G2,ATP6V1G2,0.0033715315281651,1784,0.0,1635,1709.5
206015_s_at,FOXJ3,FOXJ3,0.0060863945890215,1565,0.0,1857,1711.0
211615_s_at,LRPPRC,LRPPRC,0.002787181397021,1827,0.0,1597,1712.0
208678_at,ATP6V1E1,ATP6V1E1,0.005070532142756,1639,0.0,1792,1715.5
209248_at,GHITM,GHITM,0.007610373358335,1462,0.0,1976,1719.0
208977_x_at,TUBB4B,TUBB4B,0.007391042710178,1481,0.0,1969,1725.0
209384_at,PROSC,PROSC,0.0063438410369401,1553,0.0,1900,1726.5
213555_at,RWDD2A,RWDD2A,0.0043176675060895,1709,0.0,1745,1727.0
208761_s_at,SUMO1,SUMO1,0.007261799318223,1493,0.0,1964,1728.5
200629_at,WARS,WARS,0.0004461472263915,1970,0.0,1488,1729.0
212716_s_at,EIF3K,EIF3K,0.0014901634391776,1912,0.0,1546,1729.0
212361_s_at,ATP2A2,ATP2A2,0.0005172196985887,1960,0.0,1506,1733.0
212880_at,WDR7,WDR7,0.0025394032480722,1845,0.0,1625,1735.0
209818_s_at,HABP4,HABP4,0.0059193913719102,1581,0.0,1890,1735.5
208598_s_at,HUWE1,HUWE1,0.0047129077917093,1676,0.0,1800,1738.0
210766_s_at,CSE1L,CSE1L,0.0018203805180957,1887,0.0,1592,1739.5
212891_s_at,GADD45GIP1,GADD45GIP1,0.0004839484393177,1964,0.0,1518,1741.0
209225_x_at,TNPO1,TNPO1,0.0071397773623553,1504,0.0,1980,1742.0
208687_x_at,HSPA8|SNORD14C|SNORD14D,HSPA8|SNORD14C|SNORD14D,0.00445403248172,1697,0.0,1789,1743.0
210222_s_at,RTN1,RTN1,0.006388030089574,1552,0.0,1936,1744.0
214170_x_at,FH,FH,0.0036802778472902,1767,0.0,1723,1745.0
206342_x_at,IDS,IDS,0.0049633335646952,1644,0.0,1851,1747.5
207827_x_at,SNCA,SNCA,0.0042248327750739,1716,0.0,1785,1750.5
213726_x_at,TUBB4B,TUBB4B,0.0036956643353935,1765,0.0,1737,1751.0
207758_at,,207758_at,0.0037234649881556,1758,0.0,1755,1756.5
211776_s_at,EPB41L3,EPB41L3,0.0017203181287062,1899,0.0,1614,1756.5
212159_x_at,AP2A2,AP2A2,0.000124773901719,1991,0.0,1527,1759.0
208928_at,POR,POR,0.0060326024312271,1571,0.0,1947,1759.0
211710_x_at,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,0.0017078695121539,1900,0.0,1620,1760.0
207232_s_at,DZIP3,DZIP3,0.003703037540956,1764,0.0,1763,1763.5
208857_s_at,PCMT1,PCMT1,0.005936017321644,1576,0.0,1953,1764.5
208909_at,UQCRFS1,UQCRFS1,0.0059065615002487,1583,0.0,1949,1766.0
210418_s_at,IDH3B,IDH3B,0.0055482862182372,1609,0.0,1926,1767.5
211752_s_at,NDUFS7,NDUFS7,0.0012031689835943,1925,0.0,1616,1770.5
205376_at,INPP4B,INPP4B,0.0044628651811865,1696,0.0,1845,1770.5
207721_x_at,HINT1,HINT1,0.0031752004963997,1797,0.0,1757,1777.0
210460_s_at,PSMD4,PSMD4,0.0051604086544398,1632,0.0,1923,1777.5
205702_at,PHTF1,PHTF1,0.0045036283252722,1691,0.0,1865,1778.0
208833_s_at,ATXN10,ATXN10,0.0056115915215362,1603,0.0,1957,1780.0
214432_at,ATP1A3|LOC101927137,ATP1A3|LOC101927137,0.0015372690468299,1910,0.0,1651,1780.5
214728_x_at,SMARCA4,SMARCA4,0.0010218593622813,1939,0.0,1639,1789.0
214736_s_at,ADD1,ADD1,0.0007639218433094,1949,0.0,1638,1793.5
205738_s_at,FABP3,FABP3,0.0040880044038336,1736,0.0,1863,1799.5
208644_at,PARP1,PARP1,0.0029471768687093,1814,0.0,1793,1803.5
210532_s_at,C14orf2,C14orf2,0.0045145547610394,1690,0.0,1919,1804.5
208969_at,NDUFA9,NDUFA9,0.0047835942643359,1669,0.0,1942,1805.5
207791_s_at,RAB1A,RAB1A,0.0025979770904433,1841,0.0,1783,1812.0
209163_at,CYB561,CYB561,0.0051184061421659,1637,0.0,1988,1812.5
207730_x_at,,207730_x_at,0.0020553671997635,1871,0.0,1756,1813.5
209227_at,TUSC3,TUSC3,0.0048555633485047,1660,0.0,1979,1819.5
209421_at,MSH2,MSH2,0.0039590389172505,1747,0.0,1899,1823.0
215069_at,NMT2,NMT2,0.0004626846195467,1967,0.0,1681,1824.0
207093_s_at,LOC101927057|OMG,LOC101927057|OMG,0.0016772749866711,1901,0.0,1753,1827.0
205711_x_at,ATP5C1,ATP5C1,0.0032727321421507,1791,0.0,1864,1827.5
210213_s_at,EIF6,EIF6,0.0042096341041234,1719,0.0,1937,1828.0
210364_at,SCN2B,SCN2B,0.004130739059177,1728,0.0,1931,1829.5
210130_s_at,TM7SF2,TM7SF2,0.0039115152471458,1751,0.0,1908,1829.5
206169_x_at,ZC3H7B,ZC3H7B,0.0030550448758149,1806,0.0,1853,1829.5
204720_s_at,DNAJC6,DNAJC6,0.00291952754216,1817,0.0,1843,1830.0
209839_at,DNM3,DNM3,0.0034909524418563,1779,0.0,1889,1834.0
204793_at,GPRASP1,GPRASP1,0.002666233261135,1837,0.0,1837,1837.0
208137_x_at,ZNF611,ZNF611,0.0020456626032811,1874,0.0,1806,1840.0
214176_s_at,,214176_s_at,0.000512048718381,1961,0.0,1721,1841.0
209755_at,NMNAT2,NMNAT2,0.0032579044872968,1792,0.0,1891,1841.5
208714_at,NDUFV1,NDUFV1,0.0029817885287416,1810,0.0,1876,1843.0
208968_s_at,CIAPIN1,CIAPIN1,0.0040283002636275,1743,0.0,1943,1843.0
213787_s_at,EBP,EBP,0.000439489548681,1971,0.0,1732,1851.5
206374_at,DUSP8|LOC101927562,DUSP8|LOC101927562,0.0023104392720947,1854,0.0,1849,1851.5
208778_s_at,SNORA29|TCP1,SNORA29|TCP1,0.0040342396034669,1741,0.0,1962,1851.5
208621_s_at,EZR,EZR,0.0016037494383087,1907,0.0,1798,1852.5
205092_x_at,ZBTB1,ZBTB1,0.0018165641013494,1888,0.0,1824,1856.0
209566_at,INSIG2,INSIG2,0.002680292072025,1834,0.0,1892,1863.0
207144_s_at,CITED1,CITED1,0.0004104226970092,1973,0.0,1765,1869.0
210598_at,,210598_at,0.0028119662722334,1825,0.0,1915,1870.0
208870_x_at,ATP5C1,ATP5C1,0.0032803336395516,1790,0.0,1952,1871.0
209991_x_at,GABBR2,GABBR2,0.002210729961672,1863,0.0,1882,1872.5
210448_s_at,P2RX5,P2RX5,0.0028386866311366,1824,0.0,1924,1874.0
209382_at,POLR3C,POLR3C,0.0024762395094643,1848,0.0,1901,1874.5
205257_s_at,AMPH,AMPH,0.0011891160187657,1927,0.0,1822,1874.5
208635_x_at,NACA,NACA,0.0006439079254324,1954,0.0,1796,1875.0
209249_s_at,GHITM,GHITM,0.0033993117836272,1782,0.0,1975,1878.5
210415_s_at,ODF2,ODF2,0.0026967205405368,1832,0.0,1927,1879.5
208811_s_at,DNAJB6|TMEM135,DNAJB6|TMEM135,0.0029507745113467,1813,0.0,1959,1886.0
208781_x_at,SNX3,SNX3,0.0027743375959383,1828,0.0,1961,1894.5
209180_at,RABGGTB,RABGGTB,0.0031137270971169,1803,0.0,1986,1894.5
210501_x_at,EIF3K,EIF3K,0.002022039411092,1878,0.0,1921,1899.5
205594_at,ZNF652,ZNF652,0.000872062733245,1947,0.0,1868,1907.5
204892_x_at,EEF1A1,EEF1A1,0.0002428682106646,1983,0.0,1833,1908.0
205787_x_at,LOC441155|ZC3H11A,LOC441155|ZC3H11A,0.0003435466559079,1979,0.0,1861,1920.0
208771_s_at,LOC101928830|LTA4H,LOC101928830|LTA4H,0.0019870893966385,1881,0.0,1963,1922.0
209219_at,MIR1236|NELFE,MIR1236|NELFE,0.0017901206332184,1890,0.0,1982,1936.0
210338_s_at,HSPA8|SNORD14C|SNORD14D,HSPA8|SNORD14C|SNORD14D,0.0001661236506055,1988,0.0,1933,1960.5
209058_at,EDF1,EDF1,0.0005516379278672,1958,0.0,1997,1977.5
209026_x_at,TUBB,TUBB,0.0001988687192659,1987,0.0,1999,1993.0
