gene,coeficiente,odds_ratio,abs_coef
214857_at,0.12500276042436465,1.1331515810417423,0.12500276042436465
229715_at,0.10736971423434574,1.1133457981871933,0.10736971423434574
242299_at,0.10387787185136775,1.1094649497409688,0.10387787185136775
222809_x_at,-0.09857047744728856,0.9061318285056276,0.09857047744728856
1561778_at,-0.0979282393482619,0.9067139678046433,0.0979282393482619
212162_at,-0.09516003082097027,0.9092274184147976,0.09516003082097027
236901_at,-0.09514305926200241,0.9092428495524894,0.09514305926200241
1556244_s_at,0.08998291270324668,1.09415558738426,0.08998291270324668
1559394_a_at,-0.08773066285915194,0.9160075583583347,0.08773066285915194
234677_at,-0.08765639090562102,0.9160755945557024,0.08765639090562102
241762_at,0.08746886159918132,1.0914082792053768,0.08746886159918132
1562935_at,-0.08678194560131058,0.9168770029005704,0.08678194560131058
1553126_a_at,-0.0853014679860758,0.9182354240872505,0.0853014679860758
214577_at,-0.08379737136310439,0.9196175780737132,0.08379737136310439
234314_at,-0.08350308398935541,0.9198882497412916,0.08350308398935541
242320_at,0.08205878115528796,1.0855196160513483,0.08205878115528796
227959_at,-0.07998948956754796,0.923126048789628,0.07998948956754796
229677_at,0.07996537473825738,1.0832495592260716,0.07996537473825738
222264_at,0.07706926657425517,1.0801168897982878,0.07706926657425517
211921_x_at,-0.07706266256357548,0.92583183679244,0.07706266256357548
1556378_a_at,0.07651768305841655,1.079521279406234,0.07651768305841655
227404_s_at,0.07643057304800974,1.0794272463920185,0.07643057304800974
228774_at,0.07512349146700029,1.0780172685989624,0.07512349146700029
205871_at,0.07475481225276576,1.0776198992948465,0.07475481225276576
201614_s_at,0.07430586960474993,1.0771362183443296,0.07430586960474993
219445_at,-0.07346994988678823,0.9291640668574029,0.07346994988678823
236817_at,0.07304014945180191,1.075773727773086,0.07304014945180191
208549_x_at,-0.0729866126860583,0.9296132749672468,0.0729866126860583
243178_at,-0.07297310066203798,0.92962583600901,0.07297310066203798
238468_at,-0.07283445806183483,0.9297547306870706,0.07283445806183483
236488_s_at,-0.07269798845139933,0.9298816226112168,0.07269798845139933
233039_at,-0.0723473572289138,0.9302077253088725,0.0723473572289138
1560119_at,-0.07232147105865579,0.9302318051360912,0.07232147105865579
222513_s_at,-0.07191907617915859,0.9306062009736554,0.07191907617915859
231506_at,-0.07005044134239494,0.9323467898961698,0.07005044134239494
239826_at,0.06991844110048488,1.0724207122342193,0.06991844110048488
227730_at,0.06938157226085903,1.0718451174941168,0.06938157226085903
204513_s_at,0.06893325827606646,1.0713647020349433,0.06893325827606646
209291_at,-0.06713395065035017,0.9350699397209778,0.06713395065035017
232140_at,0.06690204088854648,1.0691907360699824,0.06690204088854648
1562063_x_at,0.06664117451312485,1.0689118565347577,0.06664117451312485
243830_at,-0.06622889925318119,0.9359166091582581,0.06622889925318119
209192_x_at,0.06572616030975523,1.0679342343411842,0.06572616030975523
215991_s_at,0.06539321276950101,1.0675787274505635,0.06539321276950101
1569129_s_at,-0.06493555159625296,0.9371278578257634,0.06493555159625296
243031_at,-0.06490275550794503,0.9371585924577296,0.06490275550794503
215789_s_at,-0.06479200059395024,0.9372623931251476,0.06479200059395024
219255_x_at,-0.06440883918723812,0.9376215847119381,0.06440883918723812
205761_s_at,0.06438428594973962,1.0665021618195238,0.06438428594973962
219543_at,0.06435890617371233,1.0664750945770058,0.06435890617371233
220040_x_at,0.06432198630640816,1.0664357211848656,0.06432198630640816
210461_s_at,-0.06353919127840975,0.9384373400208924,0.06353919127840975
208623_s_at,-0.06345744533623322,0.9385140566010178,0.06345744533623322
213629_x_at,-0.06250638531043201,0.9394070643885968,0.06250638531043201
210640_s_at,-0.06234723505696149,0.9395565831586656,0.06234723505696149
231311_at,-0.061770081912356674,0.9400990077111309,0.061770081912356674
210524_x_at,-0.06174501878125592,0.9401225698310779,0.06174501878125592
211500_at,0.06170982481314127,1.063653654045196,0.06170982481314127
214375_at,-0.06169398324477295,0.9401705507151435,0.06169398324477295
207012_at,-0.06083777600504622,0.940975876260827,0.06083777600504622
210987_x_at,0.060770336156558385,1.0626548327667846,0.060770336156558385
236808_at,0.06005144182532589,1.0618911707604843,0.06005144182532589
230392_at,-0.05977954743348907,0.9419721708789727,0.05977954743348907
1556364_at,-0.05966101992324797,0.9420838271121403,0.05966101992324797
231735_s_at,-0.05939044384780306,0.9423387669455748,0.05939044384780306
231016_s_at,-0.05934535638875848,0.9423812555639803,0.05934535638875848
237018_at,-0.059342722728076745,0.9423837374797086,0.059342722728076745
211715_s_at,0.05819797981984215,1.0599248186638923,0.05819797981984215
241216_at,-0.05795095264123029,0.9436962321093847,0.05795095264123029
222614_at,0.05759273184115434,1.0592834954092143,0.05759273184115434
220329_s_at,0.057518206584767535,1.0592045549766973,0.057518206584767535
228556_at,-0.05739622054345134,0.9442198759274774,0.05739622054345134
215529_x_at,-0.057305566735727176,0.9443054769345289,0.057305566735727176
1561167_at,0.057233033818292485,1.058902541748512,0.057233033818292485
230272_at,0.05713975412761528,1.058803772253626,0.05713975412761528
208953_at,0.05699336802767798,1.0586487894427483,0.05699336802767798
31874_at,-0.05675927508440888,0.9448214840652334,0.05675927508440888
214771_x_at,0.055919770948582005,1.057512837081292,0.055919770948582005
242573_at,-0.05520452628727211,0.9462915866550764,0.05520452628727211
213479_at,0.05511191159203931,1.056658860434149,0.05511191159203931
204711_at,0.05502247594739979,1.0565643616936429,0.05502247594739979
219193_at,0.05459464584945953,1.0561124283415377,0.05459464584945953
238836_at,-0.05436913537378356,0.9470824403380758,0.05436913537378356
219833_s_at,0.054049865879250356,1.0555372361351107,0.054049865879250356
232696_at,0.05393585421973038,1.0554168994431572,0.05393585421973038
219463_at,0.05331818843725158,1.054765205823265,0.05331818843725158
200637_s_at,0.05330309323603592,1.0547492840504193,0.05330309323603592
238017_at,0.05300770075880342,1.054437765058993,0.05300770075880342
1552507_at,-0.0528679772094202,0.9485052285235799,0.0528679772094202
217546_at,-0.052460414378610744,0.9488918827871555,0.052460414378610744
212178_s_at,-0.05226572873539486,0.9490766363975525,0.05226572873539486
237305_at,-0.051947009074772364,0.9493791739907883,0.051947009074772364
231887_s_at,-0.05192638998916793,0.9493987495230619,0.05192638998916793
212859_x_at,-0.05172640761499358,0.9495886315249237,0.05172640761499358
210948_s_at,-0.051366247469111746,0.9499306971004776,0.051366247469111746
201677_at,0.05122797496472027,1.052562823905723,0.05122797496472027
217941_s_at,-0.05108443739253758,0.950198434866796,0.05108443739253758
233031_at,-0.051053858028898495,0.9502274917745337,0.051053858028898495
1557286_at,-0.050980808349383816,0.950296908123664,0.050980808349383816
243203_at,-0.050970093560296394,0.9503070904091554,0.050970093560296394
238354_x_at,-0.05080915057951329,0.9504600479733382,0.05080915057951329
244697_at,0.050781855543209,1.0520933599139062,0.050781855543209
225234_at,-0.050736926606971176,0.9505286964527484,0.050736926606971176
208713_at,-0.050626393607661024,0.9506337670472748,0.050626393607661024
1560116_a_at,-0.05055313230679777,0.9507034142648849,0.05055313230679777
233057_at,0.05039612083466958,1.0516876092494518,0.05039612083466958
210701_at,-0.05036627135951898,0.9508810802043515,0.05036627135951898
215645_at,0.05028929202105673,1.051575264710788,0.05028929202105673
230150_at,0.050088775580101316,1.0513644277201595,0.050088775580101316
226648_at,0.05005767174872566,1.0513317267668503,0.05005767174872566
241837_at,-0.049979528825791805,0.9512488974832917,0.049979528825791805
238009_at,-0.04977832693927422,0.9514403098116281,0.04977832693927422
241226_at,-0.04966345252029285,0.9515496122423196,0.04966345252029285
204094_s_at,-0.049535424772143434,0.9516714447952347,0.049535424772143434
225493_at,-0.04947306683640718,0.9517307909123627,0.04947306683640718
225741_at,0.04944572701678236,1.0506885666644195,0.04944572701678236
210011_s_at,0.049419483747466304,1.0506609935232034,0.049419483747466304
220155_s_at,0.049388444959247636,1.0506283827852374,0.049388444959247636
238078_at,0.049318642514618455,1.0505550489151936,0.049318642514618455
204930_s_at,0.04930784736213191,1.0505437080744582,0.04930784736213191
232028_at,-0.04928989613207503,0.9519051360786447,0.04928989613207503
204352_at,0.049255920371496065,1.0504891579174915,0.049255920371496065
203031_s_at,-0.04921271719779837,0.951978605937706,0.04921271719779837
212122_at,-0.048994176529703705,0.952186674713176,0.048994176529703705
241008_at,0.0487512718596515,1.0499591638688412,0.0487512718596515
1552362_a_at,-0.04861272909924717,0.9525499531549695,0.04861272909924717
