gene,abs_coef,rank_abs_coef,importance_mean,rank_perm,rank_combined
216264_s_at,0.02423788618967837,572,0.0,328,450.0
240186_at,0.03074459160440599,382,0.0,527,454.5
236488_s_at,0.07269798845139933,31,0.0,881,456.0
51192_at,0.03913728416797853,240,0.0,673,456.5
217738_at,0.024877905486316423,548,0.0,366,457.0
231713_s_at,0.046279278743271555,140,0.0,774,457.0
238595_at,0.03297785226513272,341,0.0,578,459.5
223757_at,0.018045209676989343,820,0.0,101,460.5
217867_x_at,0.024321633413967383,568,0.0,354,461.0
241745_at,0.03147808182587714,370,0.0,553,461.5
219375_at,0.02770068748783637,455,0.0,468,461.5
230392_at,0.05977954743348907,63,0.0,861,462.0
227580_s_at,0.01983224235001509,741,0.0,187,464.0
232883_at,0.04740342145490594,134,0.0,794,464.0
239811_at,0.033701342427530534,323,0.0,605,464.0
224943_at,0.016863868476616563,881,0.0,48,464.5
218380_at,0.02156136726708101,675,0.0,255,465.0
223056_s_at,0.017618257915959296,847,0.0,84,465.5
221562_s_at,0.025355670508473968,528,0.0,403,465.5
226006_at,0.021068101551887004,689,0.0,244,466.5
221432_s_at,0.027386850854469486,464,0.0,473,468.5
240554_at,0.02918623926065898,424,0.0,515,469.5
236901_at,0.09514305926200241,7,0.0,932,469.5
230272_at,0.05713975412761528,75,0.0,864,469.5
36907_at,0.037799507238673244,258,0.0,682,470.0
226899_at,0.018430443897453727,794,0.0,149,471.5
240399_at,0.02921498354712426,422,0.0,523,472.5
227830_at,0.019358998676245166,763,0.0,182,472.5
224630_at,0.015558334781771838,938,0.0,8,473.0
225117_at,0.016100725528360827,912,0.0,35,473.5
218271_s_at,0.021111460777920893,688,0.0,262,475.0
234314_at,0.08350308398935541,15,0.0,941,478.0
232523_at,0.04522720383101052,153,0.0,805,479.0
236817_at,0.07304014945180191,27,0.0,933,480.0
1007_s_at,0.015205068624685663,961,0.0,1,481.0
222995_s_at,0.016992654900008584,871,0.0,91,481.0
223708_at,0.017262802320614102,859,0.0,104,481.5
222785_x_at,0.024791665566212,554,0.0,412,483.0
223109_at,0.01659442576662259,893,0.0,77,485.0
230150_at,0.050088775580101316,109,0.0,868,488.5
226291_at,0.01986089543272984,740,0.0,237,488.5
238277_at,0.030428417776026104,389,0.0,589,489.0
222160_at,0.023705189231485967,597,0.0,385,491.0
224709_s_at,0.015320899377584544,954,0.0,31,492.5
238417_at,0.030083902740125037,399,0.0,586,492.5
232614_at,0.04279765283530359,185,0.0,801,493.0
229656_s_at,0.04437445300103321,166,0.0,822,494.0
242808_at,0.03538284130579758,295,0.0,696,495.5
229065_at,0.045176962064603386,154,0.0,837,495.5
244040_at,0.03270108919403318,344,0.0,648,496.0
242819_at,0.03529418853175435,298,0.0,695,496.5
225905_s_at,0.019761312651159355,744,0.0,249,496.5
36711_at,0.034279372874752974,311,0.0,683,497.0
237018_at,0.059342722728076745,67,0.0,928,497.5
239167_at,0.031250946335843334,375,0.0,620,497.5
236808_at,0.06005144182532589,62,0.0,934,498.0
231136_at,0.04221941874545227,187,0.0,814,500.5
227297_at,0.016989652538261082,872,0.0,132,502.0
222372_at,0.02370984435269502,596,0.0,409,502.5
238199_x_at,0.029466390988299,416,0.0,590,503.0
234677_at,0.08765639090562102,10,0.0,998,504.0
232392_at,0.04135655281501779,202,0.0,810,506.0
222378_at,0.02362944794164796,603,0.0,410,506.5
238058_at,0.029300945447562923,421,0.0,592,506.5
222750_s_at,0.02368191309206262,598,0.0,415,506.5
237305_at,0.051947009074772364,92,0.0,923,507.5
227283_at,0.01685378942733308,882,0.0,133,507.5
229035_s_at,0.04339626332073378,176,0.0,840,508.0
224393_s_at,0.014453858816647033,1000,0.0,20,510.0
244341_at,0.030935389621116288,380,0.0,641,510.5
240005_at,0.02759669433808281,457,0.0,565,511.0
219343_at,0.021992740169261532,656,0.0,376,516.0
222530_s_at,0.02343892117981033,609,0.0,425,517.0
232280_at,0.038146930134915616,253,0.0,782,517.5
244194_at,0.0303867100678744,390,0.0,646,518.0
232058_at,0.036521741314264944,274,0.0,763,518.5
223088_x_at,0.015259339784705962,958,0.0,79,518.5
222395_s_at,0.023667561580712135,601,0.0,436,518.5
238573_at,0.027547150257579707,460,0.0,580,520.0
226751_at,0.016801556629564857,886,0.0,155,520.5
225115_at,0.014312281992512114,1006,0.0,36,521.0
218302_at,0.018713008626016214,781,0.0,261,521.0
224999_at,0.014488717589349132,998,0.0,45,521.5
243398_at,0.033961321174811,317,0.0,732,524.5
240478_at,0.025338518359877563,531,0.0,520,525.5
219659_at,0.023808920209766847,593,0.0,458,525.5
221831_at,0.021954068976206928,657,0.0,396,526.5
218953_s_at,0.019333400736356577,764,0.0,293,528.5
216044_x_at,0.020272290323260958,726,0.0,333,529.5
242366_at,0.03287899037877227,342,0.0,717,529.5
222339_x_at,0.021318665936376456,681,0.0,379,530.0
223532_at,0.015343936776188748,950,0.0,111,530.5
224376_s_at,0.013777132265417236,1041,0.0,21,531.0
228546_at,0.016419406511733077,896,0.0,166,531.0
237072_at,0.047166060915359645,137,0.0,926,531.5
222620_s_at,0.022434345676806498,645,0.0,418,531.5
243704_at,0.031191921487095278,377,0.0,689,533.0
221598_s_at,0.02173233960884968,665,0.0,402,533.5
241893_at,0.025559202388648096,521,0.0,546,533.5
AFFX-DapX-3_at,0.030070413534320946,401,0.0,667,534.0
239311_at,0.02786725872664673,450,0.0,618,534.0
221792_at,0.02160798609823302,672,0.0,399,535.5
237628_at,0.04516618227977735,155,0.0,916,535.5
224878_at,0.013957208919845298,1026,0.0,51,538.5
226912_at,0.015642669094226708,930,0.0,148,539.0
225061_at,0.013796685449194757,1040,0.0,41,540.5
222125_s_at,0.02096423001662851,695,0.0,387,541.0
232795_at,0.035875620665732626,287,0.0,796,541.5
227760_at,0.016264446792158774,901,0.0,183,542.0
233167_at,0.04053091524006626,214,0.0,875,544.5
232011_s_at,0.03355030798024221,325,0.0,766,545.5
AFFX-r2-Bs-dap-3_at,0.028795355349312025,431,0.0,661,546.0
238558_at,0.026093512741384838,509,0.0,583,546.0
243182_at,0.03249457365839113,350,0.0,743,546.5
223216_x_at,0.014464660293977466,999,0.0,94,546.5
227453_at,0.015575490582214475,935,0.0,159,547.0
231015_at,0.03837574223396314,250,0.0,846,548.0
244300_at,0.027750108100621063,454,0.0,642,548.0
243561_at,0.03139126430412579,371,0.0,726,548.5
235377_at,0.04821829164105234,130,0.0,977,553.5
225781_at,0.01597457137332533,916,0.0,192,554.0
241627_x_at,0.02483747063064322,553,0.0,556,554.5
215645_at,0.05028929202105673,108,0.0,1001,554.5
235672_at,0.04106111958054134,206,0.0,903,554.5
235213_at,0.047331939477986126,135,0.0,981,558.0
222780_s_at,0.02076563943023971,703,0.0,413,558.0
237444_at,0.04143985211313336,200,0.0,921,560.5
232205_at,0.03152352727316994,368,0.0,758,563.0
219961_s_at,0.021417983938331615,676,0.0,450,563.0
243988_at,0.02691916294191378,477,0.0,652,564.5
201614_s_at,0.07430586960474993,25,0.0,1104,564.5
AFFX-HUMGAPDH/M33197_5_at,0.027237525129790628,467,0.0,663,565.0
224129_s_at,0.012476571821285953,1114,0.0,17,565.5
226770_at,0.014841218185273893,980,0.0,154,567.0
224743_at,0.012576574509610085,1105,0.0,34,569.5
238642_at,0.024428166019413607,564,0.0,576,570.0
236120_at,0.037720070742568945,259,0.0,889,574.0
229353_s_at,0.03375299405681766,321,0.0,828,574.5
244778_x_at,0.026565534505960425,491,0.0,659,575.0
237600_at,0.03929189510572089,235,0.0,917,576.0
232150_at,0.030296901310781686,394,0.0,760,577.0
201677_at,0.05122797496472027,96,0.0,1065,580.5
239808_at,0.024771719221820938,555,0.0,606,580.5
224509_s_at,0.01190589874283754,1161,0.0,2,581.5
222425_s_at,0.020001022169122928,732,0.0,431,581.5
234122_at,0.04020026528423243,221,0.0,942,581.5
232469_x_at,0.03225656595858805,356,0.0,808,582.0
233216_at,0.03584962040208675,288,0.0,876,582.0
219665_at,0.020632761440004782,711,0.0,456,583.5
235879_at,0.036539515452495244,273,0.0,895,584.0
216308_x_at,0.017782335304065772,841,0.0,327,584.0
224254_x_at,0.012144784581946457,1142,0.0,27,584.5
228541_x_at,0.014449515941547272,1001,0.0,168,584.5
243184_at,0.028981474401163998,427,0.0,742,584.5
222132_s_at,0.018653867502713178,783,0.0,386,584.5
221515_s_at,0.019291787217025708,766,0.0,404,585.0
218066_at,0.016693759591841648,890,0.0,281,585.5
222364_at,0.01930415506138865,765,0.0,408,586.5
242337_at,0.02531206905397074,534,0.0,643,588.5
225900_at,0.01531924479815402,955,0.0,222,588.5
224345_x_at,0.011987358915863229,1154,0.0,24,589.0
227062_at,0.01379945057478257,1039,0.0,142,590.5
241588_at,0.02307204726236663,624,0.0,558,591.0
236704_at,0.03851848699481917,248,0.0,937,592.5
223316_at,0.013319544110654278,1064,0.0,122,593.0
230496_at,0.03348682051710641,328,0.0,858,593.0
242390_at,0.027078743797577794,473,0.0,713,593.0
228855_at,0.0286527240410035,435,0.0,752,593.5
220864_s_at,0.02071722993053899,706,0.0,483,594.5
218118_s_at,0.01594764906328795,918,0.0,276,597.0
240018_at,0.02275386893903706,633,0.0,564,598.5
234991_at,0.04063778368413036,212,0.0,989,600.5
243442_x_at,0.02705746390672707,474,0.0,729,601.5
223134_at,0.012250636106142541,1129,0.0,75,602.0
237832_at,0.03546789901918936,294,0.0,912,603.0
235954_at,0.034177830428605,312,0.0,894,603.0
224801_at,0.012055792163429127,1150,0.0,57,603.5
204513_s_at,0.06893325827606646,38,0.0,1169,603.5
222862_s_at,0.015302359473556133,956,0.0,252,604.0
223380_s_at,0.012822044490088814,1095,0.0,116,605.5
236338_at,0.0334952348187966,327,0.0,885,606.0
217679_x_at,0.01778316897786991,840,0.0,372,606.0
230258_at,0.032681565761332645,346,0.0,866,606.0
218212_s_at,0.015429354947067632,947,0.0,266,606.5
218732_at,0.016029239665250005,913,0.0,300,606.5
231967_at,0.02804708904641816,446,0.0,769,607.5
221772_s_at,0.018091809199042568,816,0.0,400,608.0
201880_at,0.0419523423649117,194,0.0,1024,609.0
201728_s_at,0.0419834053033595,193,0.0,1031,612.0
239978_at,0.022823459400052398,631,0.0,596,613.5
244045_at,0.023966536128564597,581,0.0,647,614.0
229541_at,0.029979094591775952,404,0.0,824,614.0
233271_at,0.03722460299700882,264,0.0,965,614.5
226544_x_at,0.014393443979198213,1003,0.0,227,615.0
224871_at,0.011674631471164137,1179,0.0,53,616.0
50221_at,0.02458172683912583,559,0.0,674,616.5
243414_at,0.026307121248377495,502,0.0,731,616.5
230950_at,0.03054663848077519,386,0.0,849,617.5
217817_at,0.01682399977698806,884,0.0,358,621.0
204094_s_at,0.049535424772143434,114,0.0,1129,621.5
217923_at,0.01638461525606498,897,0.0,352,624.5
240451_at,0.020156639562939126,728,0.0,522,625.0
224613_s_at,0.01071214144763063,1241,0.0,11,626.0
240521_at,0.01970172332043343,749,0.0,503,626.0
222064_s_at,0.017058547546050757,869,0.0,388,628.5
1559394_a_at,0.08773066285915194,9,0.0,1256,632.5
235850_at,0.03148109115856579,369,0.0,896,632.5
225415_at,0.013429052755342657,1057,0.0,209,633.0
234594_at,0.037058525318719344,267,0.0,999,633.0
222984_at,0.011691666557139472,1178,0.0,92,635.0
235119_at,0.03579172966212936,290,0.0,983,636.5
220688_s_at,0.018566190893977874,786,0.0,488,637.0
233246_at,0.03455592901133317,308,0.0,966,637.0
232311_at,0.026506876358391124,495,0.0,785,640.0
228715_at,0.012411888751811874,1121,0.0,161,641.0
224782_at,0.010949450920086168,1223,0.0,59,641.0
222621_at,0.017110155254033727,865,0.0,417,641.0
242732_at,0.02390547462578764,587,0.0,699,643.0
235507_at,0.034164078871240816,313,0.0,974,643.5
217620_s_at,0.015969298255937875,917,0.0,373,645.0
217733_s_at,0.015782391253577055,926,0.0,367,646.5
217576_x_at,0.0159181240526009,919,0.0,374,646.5
225293_at,0.013118610545501001,1076,0.0,217,646.5
204352_at,0.049255920371496065,122,0.0,1175,648.5
233350_s_at,0.03307829165141253,337,0.0,961,649.0
1562935_at,0.08678194560131058,12,0.0,1287,649.5
1561778_at,0.0979282393482619,5,0.0,1295,650.0
223156_at,0.01082387151363409,1233,0.0,73,653.0
58780_s_at,0.022579836108287097,636,0.0,670,653.0
225699_at,0.012533502869963886,1109,0.0,199,654.0
242264_at,0.019198459696573758,770,0.0,538,654.0
240606_at,0.018401649231874307,795,0.0,514,654.5
239409_at,0.020970263172279492,693,0.0,617,655.0
243005_at,0.0239033414020738,588,0.0,722,655.0
233658_at,0.0321951319825717,358,0.0,953,655.5
242239_at,0.019027378828308975,773,0.0,539,656.0
243300_at,0.024066137363894163,577,0.0,737,657.0
241681_at,0.019462776489016353,760,0.0,555,657.5
237999_at,0.024377310137659328,565,0.0,751,658.0
230411_at,0.0276612417587875,456,0.0,860,658.0
225941_at,0.013122203189060207,1075,0.0,245,660.0
237106_at,0.030122481324531648,397,0.0,925,661.0
223206_s_at,0.010569145114006846,1255,0.0,68,661.5
216524_x_at,0.014523856299112877,997,0.0,326,661.5
226507_at,0.012783787135032624,1096,0.0,228,662.0
224567_x_at,0.009580136732299384,1311,0.0,14,662.5
224594_x_at,0.009565086827983595,1312,0.0,13,662.5
224851_at,0.010142672379021831,1273,0.0,54,663.5
242665_at,0.023005213475138477,625,0.0,703,664.0
244709_at,0.020900685967008087,699,0.0,629,664.0
236725_at,0.030175482409874596,396,0.0,935,665.5
1562063_x_at,0.06664117451312485,41,0.0,1292,666.5
217841_s_at,0.014675765341883019,983,0.0,356,669.5
223913_s_at,0.010729201305373677,1240,0.0,99,669.5
232120_at,0.024053330770809404,578,0.0,762,670.0
1560119_at,0.07232147105865579,33,0.0,1308,670.5
215785_s_at,0.014389465734185057,1004,0.0,339,671.5
203031_s_at,0.04921271719779837,123,0.0,1222,672.5
237745_at,0.02881883641901701,430,0.0,915,672.5
1553126_a_at,0.0853014679860758,13,0.0,1336,674.5
226391_at,0.012449597896297038,1119,0.0,232,675.5
241786_at,0.018298570456100855,801,0.0,550,675.5
225534_at,0.012092648986649163,1149,0.0,204,676.5
240231_at,0.017955223723712672,829,0.0,525,677.0
227246_at,0.010911541899110314,1226,0.0,136,681.0
1556244_s_at,0.08998291270324668,8,0.0,1357,682.5
203769_s_at,0.040192170615817945,222,0.0,1145,683.5
230296_at,0.026244506317658574,505,0.0,863,684.0
229776_at,0.024843516685032464,552,0.0,818,685.0
223193_x_at,0.009681225193341574,1301,0.0,69,685.0
236139_at,0.026799164611727978,484,0.0,888,686.0
222469_s_at,0.015475179672268788,943,0.0,429,686.0
1556378_a_at,0.07651768305841655,21,0.0,1352,686.5
1561167_at,0.057233033818292485,74,0.0,1300,687.0
233558_s_at,0.02931813135805575,419,0.0,955,687.0
243158_at,0.022691171196862554,634,0.0,745,689.5
1557286_at,0.050980808349383816,99,0.0,1281,690.0
237361_at,0.0275748656352353,458,0.0,922,690.0
238786_at,0.01810359745253951,813,0.0,568,690.5
203723_at,0.03934667735097358,233,0.0,1148,690.5
233611_at,0.02886910098646399,428,0.0,954,691.0
239629_at,0.018902592028186713,776,0.0,610,693.0
234086_at,0.02826089964615993,442,0.0,944,693.0
233702_x_at,0.02864266062774994,436,0.0,951,693.5
217152_at,0.013243336692287548,1069,0.0,319,694.0
230923_at,0.025076928628413347,538,0.0,851,694.5
41387_r_at,0.02061958274784806,713,0.0,678,695.5
233037_at,0.023669851694864127,600,0.0,791,695.5
242431_at,0.021178741514854688,684,0.0,711,697.5
225657_at,0.011203162466416505,1202,0.0,200,701.0
203762_s_at,0.03782476411391194,257,0.0,1146,701.5
223107_s_at,0.009411349914862718,1327,0.0,78,702.5
218160_at,0.012146607919142877,1141,0.0,270,705.5
240723_at,0.01630884453009121,900,0.0,512,706.0
1560116_a_at,0.05055313230679777,105,0.0,1309,707.0
226086_at,0.011703199188217203,1176,0.0,241,708.5
224913_s_at,0.008799961009323513,1368,0.0,49,708.5
242611_at,0.02062373886132779,712,0.0,705,708.5
202012_s_at,0.029759488290766516,406,0.0,1012,709.0
220072_at,0.0151045797364732,971,0.0,447,709.0
1556364_at,0.05966101992324797,64,0.0,1354,709.0
AFFX-HUMGAPDH/M33197_M_at,0.019472332215248467,758,0.0,662,710.0
204081_at,0.035468576951008045,293,0.0,1130,711.5
230255_at,0.024699070045835946,557,0.0,867,712.0
223043_at,0.009245541091161092,1340,0.0,85,712.5
238769_at,0.017297983838690523,857,0.0,569,713.0
220260_at,0.014647083724032083,986,0.0,442,714.0
1552507_at,0.0528679772094202,89,0.0,1340,714.5
236007_at,0.025055903659637675,540,0.0,891,715.5
232264_at,0.021333680577545443,680,0.0,755,717.5
1558854_a_at,0.04370911882942021,173,0.0,1262,717.5
224738_x_at,0.008344519315537872,1403,0.0,33,718.0
201231_s_at,0.032538709063121694,348,0.0,1088,718.0
241391_at,0.016867375577875408,880,0.0,560,720.0
229663_at,0.023194754307860464,619,0.0,821,720.0
202322_s_at,0.03037705820881588,391,0.0,1050,720.5
222310_at,0.013384703119530494,1061,0.0,381,721.0
201805_at,0.029549423424731932,413,0.0,1029,721.0
226062_x_at,0.011211068764796592,1201,0.0,242,721.5
201632_at,0.03269827834400946,345,0.0,1101,723.0
227849_at,0.010242675642091284,1268,0.0,180,724.0
219028_at,0.011946234679348662,1157,0.0,291,724.0
230656_s_at,0.02371292842538983,595,0.0,854,724.5
226618_at,0.010919336533450745,1225,0.0,224,724.5
229810_at,0.02358749889307421,605,0.0,844,724.5
1554260_a_at,0.04846469697525795,128,0.0,1323,725.5
225779_at,0.010481213134916519,1259,0.0,193,726.0
241798_at,0.016133446132561142,908,0.0,549,728.5
244508_at,0.017989099944017477,823,0.0,636,729.5
1562062_at,0.04425678007925249,167,0.0,1293,730.0
1554251_at,0.04690740808355057,138,0.0,1324,731.0
225934_at,0.011028861574218578,1216,0.0,246,731.0
1562550_at,0.04366294032577884,174,0.0,1289,731.5
223145_s_at,0.008481233794352588,1392,0.0,74,733.0
244007_at,0.018079415226017394,817,0.0,649,733.0
236602_at,0.024545752716414813,560,0.0,907,733.5
1552362_a_at,0.04861272909924717,126,0.0,1342,734.0
236484_at,0.023906025581869644,586,0.0,882,734.0
217713_x_at,0.012722236730186114,1098,0.0,371,734.5
235645_at,0.024370458133246085,566,0.0,904,735.0
202975_s_at,0.03816238844512904,252,0.0,1219,735.5
222606_at,0.0135907516862961,1050,0.0,421,735.5
228544_s_at,0.00964763561109833,1305,0.0,167,736.0
228456_s_at,0.00964893779631837,1304,0.0,169,736.5
201226_at,0.03068753810984671,384,0.0,1089,736.5
243431_at,0.01976450897537738,743,0.0,730,736.5
201996_s_at,0.027526966846271716,461,0.0,1014,737.5
226443_at,0.010681682869978537,1246,0.0,229,737.5
215722_s_at,0.012195449191216113,1136,0.0,341,738.5
230949_at,0.022986447686296436,627,0.0,850,738.5
233393_at,0.025717691055955123,517,0.0,960,738.5
243256_at,0.019873949001124463,739,0.0,738,738.5
225295_at,0.010344434753303463,1265,0.0,216,740.5
1553274_a_at,0.0455995183114344,147,0.0,1335,741.0
220572_at,0.014643907734323208,987,0.0,495,741.0
240733_at,0.015099641029652283,972,0.0,511,741.5
1554447_at,0.04438492973285316,165,0.0,1321,743.0
224875_at,0.007901259698954421,1436,0.0,52,744.0
1559402_a_at,0.03932794981652306,234,0.0,1255,744.5
232531_at,0.02116546433080022,685,0.0,804,744.5
243249_at,0.019523034651724794,757,0.0,739,748.0
1559101_at,0.03907878466224147,241,0.0,1259,750.0
1561657_at,0.04125453348960765,204,0.0,1297,750.5
1569129_s_at,0.06493555159625296,45,0.0,1456,750.5
202893_at,0.03513808159517982,301,0.0,1201,751.0
232288_at,0.02046940520370329,720,0.0,783,751.5
201459_at,0.029749256310153266,407,0.0,1097,752.0
1555982_at,0.045794502162222916,145,0.0,1359,752.0
243498_at,0.01873839361587424,779,0.0,727,753.0
240230_s_at,0.014840912541971738,981,0.0,526,753.5
223229_at,0.008250892654970157,1410,0.0,97,753.5
203112_s_at,0.03696254131628413,269,0.0,1243,756.0
217331_at,0.011255831390757757,1196,0.0,317,756.5
239832_at,0.016101236241352273,911,0.0,602,756.5
242712_x_at,0.01809184271554821,815,0.0,700,757.5
201502_s_at,0.030184889511402628,395,0.0,1121,758.0
201293_x_at,0.028509482801320655,440,0.0,1079,759.5
201856_s_at,0.026498359082835,496,0.0,1025,760.5
1560128_x_at,0.04048744689879841,215,0.0,1307,761.0
239901_at,0.01577735795430418,927,0.0,598,762.5
1559060_a_at,0.03711404277351781,266,0.0,1260,763.0
1554770_x_at,0.045268758609409515,152,0.0,1374,763.0
233041_x_at,0.019879546446265068,738,0.0,789,763.5
226749_at,0.008728049532173699,1372,0.0,156,764.0
203906_at,0.03030936361703472,393,0.0,1135,764.0
217959_s_at,0.01164188626131434,1181,0.0,348,764.5
243496_at,0.01828979419600024,802,0.0,728,765.0
212162_at,0.09516003082097027,6,0.0,1526,766.0
243046_at,0.018573755186176332,785,0.0,747,766.0
235805_at,0.02255622556453566,637,0.0,897,767.0
235606_at,0.022840655067712164,629,0.0,906,767.5
1556941_a_at,0.04022322666978909,220,0.0,1315,767.5
202243_s_at,0.026898177603384855,479,0.0,1057,768.0
202477_s_at,0.026317586326003777,501,0.0,1037,769.0
204546_at,0.03136777921965043,372,0.0,1168,770.0
238651_at,0.015130381545112313,968,0.0,575,771.5
236465_at,0.021868142630161465,660,0.0,883,771.5
1558275_at,0.03659711817196574,271,0.0,1275,773.0
232814_x_at,0.019613369530532054,751,0.0,795,773.0
225923_at,0.009732103684777633,1299,0.0,247,773.0
220419_s_at,0.013636614929355664,1048,0.0,499,773.5
236524_at,0.021709424776291425,667,0.0,880,773.5
226377_at,0.009555564662053909,1313,0.0,234,773.5
221260_s_at,0.013167410087027062,1072,0.0,475,773.5
243025_at,0.018342256355192033,799,0.0,749,774.0
233775_x_at,0.023679580748083535,599,0.0,950,774.5
220617_s_at,0.01341383801554825,1058,0.0,491,774.5
224680_at,0.006506648709419931,1545,0.0,4,774.5
235803_at,0.022153795649765214,651,0.0,898,774.5
201991_s_at,0.025235299903133113,536,0.0,1016,776.0
227152_at,0.00823065603406937,1413,0.0,139,776.0
224523_s_at,0.0065706289871246045,1537,0.0,15,776.0
227322_s_at,0.008000140687593634,1424,0.0,130,777.0
215700_x_at,0.011141095286535653,1211,0.0,343,777.0
241457_at,0.01453844023422206,996,0.0,559,777.5
201372_s_at,0.026777779121028144,485,0.0,1071,778.0
217782_s_at,0.011304731410568914,1194,0.0,363,778.5
202343_x_at,0.02588758799711803,515,0.0,1048,781.5
228010_at,0.008499795600309713,1390,0.0,174,782.0
201652_at,0.027263274834194273,466,0.0,1098,782.0
223334_at,0.007781322062651838,1447,0.0,119,783.0
220370_s_at,0.012775532145109071,1097,0.0,472,784.5
224656_s_at,0.006110646292210099,1563,0.0,7,785.0
218125_s_at,0.009799404731961956,1296,0.0,274,785.0
222313_at,0.011348033604152128,1191,0.0,380,785.5
233308_at,0.023452307709051174,608,0.0,964,786.0
57082_at,0.01626324528726733,902,0.0,671,786.5
200637_s_at,0.05330309323603592,87,0.0,1487,787.0
200748_s_at,0.047175245861551945,136,0.0,1438,787.0
229818_at,0.02007899269180745,731,0.0,845,788.0
237452_at,0.021945472407339753,658,0.0,920,789.0
201932_at,0.024630919967681596,558,0.0,1020,789.0
202254_at,0.02554000764624491,522,0.0,1056,789.0
218651_s_at,0.010131595111823575,1274,0.0,304,789.0
203146_s_at,0.03298459933465362,340,0.0,1240,790.0
1558732_at,0.03344261723751952,331,0.0,1253,792.0
238851_at,0.014562304361085597,993,0.0,594,793.5
221476_s_at,0.012101050484094655,1148,0.0,440,794.0
203279_at,0.03220845903559671,357,0.0,1232,794.5
1556964_s_at,0.03640382615672719,277,0.0,1313,795.0
222887_s_at,0.009257248996997043,1339,0.0,251,795.0
219338_s_at,0.009438336847645844,1324,0.0,268,796.0
218557_at,0.009968069063936805,1287,0.0,310,798.5
218105_s_at,0.009467252790602362,1320,0.0,278,799.0
1555950_a_at,0.039198173170633184,239,0.0,1360,799.5
1556425_a_at,0.03842182199365007,249,0.0,1350,799.5
233842_x_at,0.02212480166030831,653,0.0,948,800.5
201481_s_at,0.02686019669608756,480,0.0,1122,801.0
217939_s_at,0.01058662100543646,1253,0.0,350,801.5
222005_s_at,0.011043481048395568,1215,0.0,389,802.0
201725_at,0.025024077522178053,543,0.0,1063,803.0
202000_at,0.023753985912380076,594,0.0,1013,803.5
242849_at,0.016028936768046603,914,0.0,693,803.5
240857_at,0.012670847168205665,1101,0.0,508,804.5
1556442_x_at,0.03745951334637355,260,0.0,1349,804.5
215780_s_at,0.010178617499254684,1271,0.0,340,805.5
223104_at,0.006487715208920942,1546,0.0,65,805.5
218491_s_at,0.009410296442669478,1328,0.0,284,806.0
212178_s_at,0.05226572873539486,91,0.0,1523,807.0
223207_x_at,0.006486824585813441,1547,0.0,67,807.0
203392_s_at,0.030453107280880794,388,0.0,1227,807.5
225121_at,0.007281746315318185,1491,0.0,125,808.0
219945_at,0.01180525847352701,1165,0.0,451,808.0
223185_s_at,0.006480525279440319,1548,0.0,71,809.5
220744_s_at,0.012166061863037935,1138,0.0,485,811.5
223721_s_at,0.006874218438589491,1521,0.0,102,811.5
216187_x_at,0.00983066080904672,1293,0.0,330,811.5
1560277_a_at,0.03380935910636581,319,0.0,1305,812.0
211500_at,0.06170982481314127,58,0.0,1568,813.0
202935_s_at,0.028773090039257033,432,0.0,1196,814.0
232753_at,0.017916448117609986,831,0.0,798,814.5
229520_s_at,0.01827048991134485,804,0.0,826,815.0
1552735_at,0.03554758273239023,292,0.0,1338,815.0
211921_x_at,0.07706266256357548,20,0.0,1611,815.5
212859_x_at,0.05172640761499358,94,0.0,1537,815.5
234926_s_at,0.022518182597940136,639,0.0,993,816.0
235066_at,0.022256105746486343,646,0.0,986,816.0
222298_at,0.010583224430409797,1254,0.0,382,818.0
244804_at,0.014946783432003966,976,0.0,660,818.0
236571_at,0.01936999228351528,762,0.0,879,820.5
243915_at,0.01461376001132414,989,0.0,653,821.0
228301_x_at,0.007496252666450781,1473,0.0,170,821.5
1555935_s_at,0.036179005063066136,282,0.0,1361,821.5
201345_s_at,0.024288825090082074,570,0.0,1074,822.0
220642_x_at,0.01197511044304128,1155,0.0,490,822.5
210987_x_at,0.060770336156558385,61,0.0,1587,824.0
216080_s_at,0.009537642912157727,1316,0.0,332,824.0
235484_at,0.021406340326754654,677,0.0,975,826.0
241818_at,0.012596141367173175,1104,0.0,548,826.0
212122_at,0.048994176529703705,124,0.0,1530,827.0
243361_at,0.01587499088199252,922,0.0,733,827.5
1569409_x_at,0.04130088098358759,203,0.0,1454,828.5
214857_at,0.12500276042436465,1,0.0,1657,829.0
221494_x_at,0.010967294129530071,1221,0.0,438,829.5
202133_at,0.022008108264071465,655,0.0,1004,829.5
241954_at,0.012475184206006266,1115,0.0,545,830.0
214577_at,0.08379737136310439,14,0.0,1648,831.0
238716_at,0.012902139973107752,1090,0.0,572,831.0
238584_at,0.012972445913229592,1083,0.0,579,831.0
219425_at,0.011228493600847229,1198,0.0,464,831.0
223857_x_at,0.006091474068698867,1564,0.0,100,832.0
231530_s_at,0.01672507708238625,889,0.0,776,832.5
236462_at,0.01860579834869598,784,0.0,884,834.0
200005_at,0.04007817626068356,223,0.0,1445,834.0
226188_at,0.007975174209768147,1428,0.0,240,834.0
227872_at,0.007299940188033026,1490,0.0,179,834.5
203771_s_at,0.025365291359090877,527,0.0,1144,835.5
218080_x_at,0.008494315770527295,1391,0.0,280,835.5
225092_at,0.005154414650234939,1633,0.0,39,836.0
243329_at,0.015560648303895351,937,0.0,735,836.0
240461_at,0.012019845198901041,1152,0.0,521,836.5
